_id,validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude,events_json
6809,t,"American Legion Post 760, Bethel Park",Veteran's Organization,"2409 Bethel Church Rd., Bethel Park, PA 15102",https://bethelparklegion760.org,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Wednesday Feb 18 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM",,https://bethelparklegion760.org/,,,412-835-9690,,,t,,f,f,t,,40.344581,-80.03048,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-02-18T16:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6810,t,Upper Ten Mile church,Unsure / N/A,"25 Church Lane Prosperity, PA 15329",https://www.washingtonpresbytery.org/about-us/our-churches/upper-ten-mile-presbyterian-church-prosperity/,"Friday Feb 20 from 11:00 AM to 6:00 PM, Friday Feb 27 from 11:00 AM to 6:00 PM, Friday Mar 6 from 11:00 AM to 6:00 PM, Friday Mar 13 from 11:00 AM to 6:00 PM, Friday Mar 20 from 11:00 AM to 6:00 PM, Friday Mar 27 from 11:00 AM to 6:00 PM, Friday Apr 3 from 11:00 AM to 6:00 PM",,https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-6/623384369_1547299657436272_7281326573785719441_n.jpg?stp=dst-jpg_s720x720_tt6&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=vv0T_2M0uuYQ7kNvwGMWE-A&_nc_oc=AdkqYgy3GuQVoAtbIrJrAcjFRZ2o5CtdUUqcDNYvO-oF7evyedcGWUb_1kkG-DSmfDIJ99qZr8mw9Hg_9-qQ50WQ&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&_nc_gid=whibinE1ZfQF5s0qJ2_tdQ&oh=00_Afs97dqPvPaxE9BhQjQyiACahQgXkbmNmKbgZincEaz1Cw&oe=6996A7ED,"Upper Ten Mile Presbyterian Church - Fish Fry FridaysLocation: Prosperity, PADates: February 13th - April 3rdTime: 11 a.m. - 6:00 p.m.Service OptionsDine in availableCurbside pick-up: Call the FISH LINE at (724) 222-0454Note: Phones are answered from 9 am - 4 pm; calling early to place your order is recommended.Menu & PricingItemPriceFish Sandwich$12.00Sandwich Combo (Includes sandwich, slaw & fries - NO SUBSTITUTIONS)$16.00Mac'n Cheese$4.00Fries$3.00Cole Slaw$2.00Pop/Water$1.00",https://www.syntrinity.org/featured/upper-ten-mile-church-makes-most-of-annual-fish-fries//https://www.washingtonexaminer.com/opinion/2856324/impact-tiny-country-church-fish-fry-immeasurable/ ,724.222.0454,UpperTenMile@hotmail.com ,,,,t,,t,,40.044184,-80.287918,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T18:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T18:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T18:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T18:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T18:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T18:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T18:00:00""}]"
6811,t,St. John Benwood,Church,"700 Main Street, Benwood, West Virginia 26031, United States",https://www.facebook.com/stjohnparishbenwoodwv/,"Wednesday Feb 18 from 11:00 AM to 5:00 PM, Friday Feb 20 from 11:00 AM to 5:00 PM, Friday Feb 27 from 11:00 AM to 5:00 PM, Friday Mar 6 from 11:00 AM to 5:00 PM, Friday Mar 13 from 11:00 AM to 5:00 PM, Friday Mar 20 from 11:00 AM to 5:00 PM, Friday Mar 27 from 11:00 AM to 5:00 PM",,https://www.facebook.com/photo/?fbid=1349986657158774&set=a.466212992202816,,,,,,t,f,t,,t,,40.016004,-80.734844,"[{""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T17:00:00""}, {""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T17:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T17:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T17:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T17:00:00""}, {""dt_start"": ""2026-03-20T11:00:00"", ""dt_end"": ""2026-03-20T17:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T17:00:00""}]"
6812,t,First United Methodist Church Covenant Center,Church,"332 North Water Street, Kittanning, Pennsylvania 16201, United States",http://www.firstchurchkittanning.com/,"Friday Feb 20 from 4:30 PM to 6:00 PM, Friday Feb 27 from 4:30 PM to 6:00 PM, Friday Mar 6 from 4:30 PM to 6:00 PM, Friday Mar 13 from 4:30 PM to 6:00 PM, Friday Mar 20 from 4:30 PM to 6:00 PM, Friday Mar 27 from 4:30 PM to 6:00 PM",,https://www.facebook.com/photo/?fbid=908153824927650&set=pb.100071991218012.-2207520000,"Lenten Fish Dinner served Fridays during Lent from 4:30-6:00 in person seating and takeout available. Menu is Baked or Fried Fish, Baked Potato or Seasoned Fries or Macaroni & Cheese, Coleslaw or Apple Sauce, Pie, and Coffee, or Iced Tea, or Lemonade. Adult meals are $12.00, Child meals (under 12) are $5.00 with ice cream instead of pie. ","Held at the Covenant Center 332 N. Water St., Kittanning. Parking on Water St or in the parking lot in the alley behind the building.",(724) 548-4312,,f,t,f,f,,t,,40.81695,-79.523921,"[{""dt_start"": ""2026-02-20T16:30:00"", ""dt_end"": ""2026-02-20T18:00:00""}, {""dt_start"": ""2026-02-27T16:30:00"", ""dt_end"": ""2026-02-27T18:00:00""}, {""dt_start"": ""2026-03-06T16:30:00"", ""dt_end"": ""2026-03-06T18:00:00""}, {""dt_start"": ""2026-03-13T16:30:00"", ""dt_end"": ""2026-03-13T18:00:00""}, {""dt_start"": ""2026-03-20T16:30:00"", ""dt_end"": ""2026-03-20T18:00:00""}, {""dt_start"": ""2026-03-27T16:30:00"", ""dt_end"": ""2026-03-27T18:00:00""}]"
6813,t,Upper Burrell Volunteer Fire Company No. 1,Fire Department,"4370 7th Street Road, New Kensington, Pennsylvania 15068, United States",https://www.facebook.com/UpperBurrellVFC115,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM",,https://www.facebook.com/photo/?fbid=1311009384402185&set=a.460018239501308,,,724-339-2080, ubvfc115training@gmail.com,,,,f,,t,,40.54924,-79.665205,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6814,t,Connellsville Twp. VFD,Fire Department,"905 Fireman Street, Connellsville, Pennsylvania 15425, United States",https://www.facebook.com/profile.php?id=100064238396703#,"Friday Feb 20 from 4:00 PM to 8:00 PM, Friday Feb 27 from 4:00 PM to 8:00 PM, Friday Mar 6 from 4:00 PM to 8:00 PM, Friday Mar 13 from 4:00 PM to 8:00 PM, Friday Mar 20 from 4:00 PM to 8:00 PM, Friday Mar 27 from 4:00 PM to 8:00 PM, Wednesday Feb 18 from 4:00 PM to 8:00 PM, Friday Apr 3 from 4:00 PM to 8:00 PM",,,,,724-628-0900,,,t,,f,,t,,40.02847,-79.58451,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T20:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T20:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T20:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T20:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T20:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T20:00:00""}, {""dt_start"": ""2026-02-18T16:00:00"", ""dt_end"": ""2026-02-18T20:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T20:00:00""}]"
6815,t,"PJ's Deli, Catering & Bakery",Restaurant,"700 Bower Hill Road Bridgeville, PA 15017",https://www.pjbakery.com/,"Wednesday Feb 18 from 12:00 PM to 5:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM",,https://www.pjbakery.com/lenten-fish-fry.html,"Fish sammies only (1 lb of fish, bun, tartar sauce) - $18
Dinners

Fish sandwich dinner (1 pound of fried fish, bun, fries, slaw, and tartar sauce) - $20
Broiled Fish sandwich dinner (1 pound of broiled fish, bun, fries, slaw, and tartar sauce) - $20
Shrimp dinner (7 large shrimp, fries, slaw, and cocktail sauce) - $18
Crab cake dinner (3 crab cakes, fries, slaw, and cocktail sauce) - $18
Seafood platter (fish, crab cake, 3 shrimp, 4 scallops,  fries, slaw, cocktail and tartar sauce) - $20
 
Kids meal (chicken tenders and fries) - $9

No substitutions on dinners, please!
Homemade potato pierogi- $18 dozen / $9 half dozen

$6 pint
Cabbage and noodles
Coleslaw
Macaroni and cheese
Macaroni salad
Potato salad

Save room for one of our homemade desserts!!!",dine in or carry out - place order in advance because they sell out - can leave order on machine  412-257-4944 to order/(corner of Bower Hill Road and McLaughlin Run Road),412-257-4944,,t,t,,,,t,,40.35834,-80.105278,"[{""dt_start"": ""2026-02-18T12:00:00"", ""dt_end"": ""2026-02-18T17:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6816,t,Unconventional Kitchen,Church,"8200 Mcknight Road, Pittsburgh, Pennsylvania 15237, United States",https://unconventionalkitchen.us/,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM","All orders placed are preorders for Friday pick up. No Same Day Orders. When ordering, please indicate name and pick up time.",https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-6/629716505_896472913240531_3593571933673359379_n.jpg?stp=cp6_dst-jpg_tt6&_nc_cat=109&ccb=1-7&_nc_sid=833d8c&_nc_ohc=ZKxRnpTSdYMQ7kNvwHw-tvA&_nc_oc=AdmLDh9qKwejC5ajd8ATx54dxdMIq5iMIarfXmczgB_raCvx1AgeltWOdnIw2Bt3VC_fI6zZBjC99-zsS0YAMkRn&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&_nc_gid=G1cWlzCQ9eH63Dmnrti7Wg&oh=00_Afu0yEW1H8rrldlPfpblvUlZu3407nzONKWvlbcoPrHOvA&oe=69969C8C,"Event Details
Dates: February 20th - April 3rd (Every Friday during Lent)

Location: Vincentian Convent, 8200 McKnight Road (Enter through Unconventional Kitchen Catering Pickup Door)

Pick Up Times: 11 a.m. - 2 p.m. and 4 p.m. - 6 p.m.

Menu & Pricing
Reel Big Meal ($18): Includes Fish (Fried or Baked, with or without bun) and 2 Sides.

Fish On A Dish ($12): Includes Fish (Fried or Baked, with or without bun).

Individual Sides ($4): Cole Slaw or Mac & Cheese.

Individual Sides ($3): Hush Puppies.

Sweets ($2.25): Bakery Cookie.

Note: Orders are accompanied by ketchup, hot sauce, and tartar sauce served in a pizza box.

Ordering Information
Phone: (412) 348-0188

Website: UnconventionalKitchen.us

Deadline: All orders are preorders for Friday pickup. The last day to order is April 2nd at 1 p.m..

No same-day orders. When ordering, please indicate your name and pick-up time.",Vincentian Convent. /Enter through Unconventional Kitchen Door.,412-348-0188,,,t,,,,t,,40.55849,-80.02223,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6817,t,Wilkins Township VFC #3,Fire Department,"109 Powell St, East Pittsburgh, PA 15112",https://wilkinstwp303.com/,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Friday Apr 3 from 12:00 PM to 7:00 PM",,https://wilkinstwp303.com/index.php/fund-raising-events/lentin-fish-fry?fbclid=IwY2xjawIzMNZleHRuA2FlbQIxMAABHYLG0lNK58iKitfUmwLpGBOxr_iMLw9db-3qNuXAUXJ4DvratN7-rS1pbw_aem_VS2R_uFNt5MFu2rWNsMkgA,"Fish Dinner $ 15.00 Fish Sandwich $ 12.00
Baked Fish Dinner (While supplies last) $ 13.00* Baked Fish Only (While supplies last) $10.00 Shrimp Dinner $ 13.00 Shrimp Only $ 10.00 Crab Cake $3 Fries Only $ 4.00 New England Clam Chowder Soup $ 4.00 Macaroni & Cheese $ 4.00 Hush Puppies (5) $3.00 Baked Sweet Potato (Limited time only) $4.00 Leona's Ice Cream Sandwich $6.50
Cash and Credit Cards accepted 3.5% Service Fee will be applied to cards
Bake Sale back by popular demand!",,412-271-4000,,f,t,f,,,t,,40.41792,-79.839093,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T12:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6818,t,Rostraver VFD Webster,Fire Department,"1100 Fells Church Road, Belle Vernon, Pennsylvania 15012, United States",https://www.facebook.com/webstervfd31,"Wednesday Feb 18 from 11:00 AM to 7:00 PM, Friday Feb 20 from 11:00 AM to 7:00 PM, Friday Feb 27 from 11:00 AM to 7:00 PM, Friday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 13 from 11:00 AM to 7:00 PM, Friday Mar 27 from 11:00 AM to 7:00 PM, Friday Apr 3 from 11:00 AM to 7:00 PM",,https://www.facebook.com/photo?fbid=1509230791247575&set=pb.100064820043578.-2207520000," SANDWICHES
Beer Battered Fish Sandwich -- $11
 Add Cheese -- $1
Breaded Fish Sandwich -- $10
 Add Cheese -- $1
 Make It a Dinner (Fries & Cole Slaw) -- $4
 DINNERS
8 Piece Shrimp Dinner
Includes Fries & Slaw -- $15
1 lb Catfish Nugget Dinner
Fries, Slaw & Cornbread -- $16
6 Pierogi, Halushki & Coleslaw -- $12
 SIDES
Halushki -- SM $4 | LG $6
Fresh Cut Fries -- SM $4 | LG $6
 Add Cheese -- $1
Mac & Cheese -- SM $4 | LG $6
Lobster Bisque -- $9
Cornbread -- $1
Cole Slaw -- $3
3 Pierogi w/ Butter & Onion -- $4
 DRINKS
Water * Tea * Soda -- $1",,724-379-7838,,,,,t,,t,,40.19005,-79.827258,"[{""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6819,t,St. Francis of Assisi Parish,Church,"120 Barron Avenue, Johnstown, Pennsylvania 15906, United States",https://www.stfrancisofassisijohnstown.com/,"Wednesday Feb 18 from 11:00 AM to 1:00 PM, Wednesday Feb 18 from 2:00 PM to 6:00 PM",Lunch has limited menu; all items available at dinner,https://www.stfrancisofassisijohnstown.com/activities/fish-fry/?fbclid=IwY2xjawQB-xtleHRuA2FlbQIxMQBzcnRjBmFwcF9pZBAyMjIwMzkxNzg4MjAwODkyAAEeFRzdrWbydhfJAItcBhJrXr47i4ujYkX16CXrtTHPmrzyyJHVUSpoTxQ2Z4c_aem_ni3AA8GrRCJewSprs-wzEA,"St. Francis of Assisi Parish will have a Fish Fry on Ash Wednesday, February
18th at the Activity Center, corner of D Street and Barron
Avenue. A LUNCH SPECIAL (Fried Fish Sandwich and French Fries, no
substitutions) will be offered from 11AM until 1:00PM (Take Out
Only). The full menu will be served from 2:00PM - 6:00PM, eat in or
take out. Orders for lunch and dinner will be taken from 9:00AM until
1:00PM on Wednesday, February 18th by calling 814-539-3518. We
welcome walk-ins, but strongly suggest that orders be placed in
advance. Meals will be served while supplies last. All help is greatly
appreciated.","St. Francis of Assisi Parish will have a Fish Fry on Ash Wednesday, February/18th at the Activity Center, corner of D Street and Barron/Avenue. A LUNCH SPECIAL (Fried Fish Sandwich and French Fries, no/substitutions) will be offered from 11AM until 1:00PM (Take Out/Only). The full menu will be served from 2:00PM - 6:00PM, eat in or/take out. Orders for lunch and dinner will be taken from 9:00AM until/1:00PM on Wednesday, February 18th by calling 814-539-3518. We/welcome walk-ins, but strongly suggest that orders be placed in/advance. Meals will be served while supplies last. All help is greatly/appreciated.",814-539-3518,,f,t,f,t,,t,,40.34411,-78.94303,"[{""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T13:00:00""}, {""dt_start"": ""2026-02-18T14:00:00"", ""dt_end"": ""2026-02-18T18:00:00""}]"
6820,t,Clairton Sportsmen's Club,Other,"412 Coal Valley Road, Clairton, Pennsylvania 15025, United States",https://www.clairtonsc.org/lent,"Friday Feb 20 from 5:00 PM to 7:00 PM, Friday Feb 27 from 5:00 PM to 7:00 PM, Friday Mar 6 from 5:00 PM to 7:00 PM, Friday Mar 13 from 5:00 PM to 7:00 PM, Friday Mar 20 from 5:00 PM to 7:00 PM, Friday Mar 27 from 5:00 PM to 7:00 PM, Wednesday Feb 18 from 5:00 PM to 7:00 PM, Friday Apr 3 from 5:00 PM to 7:00 PM",,https://www.clairtonsc.org/,"CLAIRTON SPORTSMEN'S CLUB
KITCHEN SPECIAL
Wednesday, February 18, 2026
ASH WEDNESDAY
3 CRAB CAKES
GARLIC PASTA & COLE SLAW
$13.95
FISH SANDWICH (ONLY) - $15.00
FISH SANDWICH (1 SIDE) - $17.50
FISH SANDWICH (2 SIDES) - $19.50
SIDES: Shrimp, Clam Strips, Zucchini Strips, Onion Rings, Fries, Coleslaw, Provolone Strips, SOUP: Minestrone
Regular Menu Available
Visit Us @ www.clairtonsc.org
2/18/2026",Clubhouse,412-233-4411,clairtonscweb@gmail.com,f,t,t,t,t,t,,40.32048,-79.91331,"[{""dt_start"": ""2026-02-20T17:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T17:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T17:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T17:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T17:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T17:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-02-18T17:00:00"", ""dt_end"": ""2026-02-18T19:00:00""}, {""dt_start"": ""2026-04-03T17:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
6821,t,John Marshall Catering ,Unsure / N/A,"5950 William Flinn Highway, Bakerstown, Pennsylvania 15007, United States",https://www.johnmarshallcatering.com/,Wednesday Feb 18 from 11:00 AM to 6:30 PM,,https://www.johnmarshallcatering.com/fishfry/,,,724-444-1384 ,,f,t,,t,,t,,40.655672,-79.934901,"[{""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T18:30:00""}]"
6822,t,Rene's,Restaurant,"1030 Fifth Avenue East McKeesport, PA",http://www.renesrestaurant.net/,"Friday Feb 20 from 11:00 AM to 9:00 PM, Friday Feb 27 from 11:00 AM to 9:00 PM, Friday Mar 6 from 11:00 AM to 9:00 PM, Friday Mar 13 from 11:00 AM to 9:00 PM, Friday Mar 27 from 11:00 AM to 9:00 PM, Friday Apr 3 from 11:00 AM to 9:00 PM, Wednesday Feb 18 from 11:00 AM to 8:00 PM",,https://www.renesrestaurant.net/?page_id=259,,,412-823-9544 or 412-829-8113,,,t,t,t,,t,,40.383,-79.810268,"[{""dt_start"": ""2026-02-20T11:00:00"", ""dt_end"": ""2026-02-20T21:00:00""}, {""dt_start"": ""2026-02-27T11:00:00"", ""dt_end"": ""2026-02-27T21:00:00""}, {""dt_start"": ""2026-03-06T11:00:00"", ""dt_end"": ""2026-03-06T21:00:00""}, {""dt_start"": ""2026-03-13T11:00:00"", ""dt_end"": ""2026-03-13T21:00:00""}, {""dt_start"": ""2026-03-27T11:00:00"", ""dt_end"": ""2026-03-27T21:00:00""}, {""dt_start"": ""2026-04-03T11:00:00"", ""dt_end"": ""2026-04-03T21:00:00""}, {""dt_start"": ""2026-02-18T11:00:00"", ""dt_end"": ""2026-02-18T20:00:00""}]"
6823,t,St Patrick Roman Catholic Church,Church,"731 Patrick Lane, Newry, Pennsylvania 16635, United States",https://stpatricknewry.org,"Friday Feb 20 from 4:00 PM to 7:00 PM, Friday Feb 27 from 4:00 PM to 7:00 PM, Friday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 13 from 4:00 PM to 7:00 PM, Friday Mar 20 from 4:00 PM to 7:00 PM, Friday Mar 27 from 4:00 PM to 7:00 PM, Friday Apr 3 from 4:00 PM to 7:00 PM","Voted Hometown Favorite in 2009, 2010, 2011, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, and 2025!",https://stpatricknewry.org/news-events.html,"Seafood buffet
Menu included choice of baked/fried haddock, fried shrimp, macaroni and cheese, stewed tomatoes, pierogies, French fries, coleslaw, green beans, soup, homemade dessert, and beverage.

Seniors.......................$20.00
Adults........................$22.00
Children 5-12.............$10.00
Children 4 and under......Free
All Takeouts..............$23.00",In the school hall,,,,t,,f,,t,,40.391868,-78.434106,"[{""dt_start"": ""2026-02-20T16:00:00"", ""dt_end"": ""2026-02-20T19:00:00""}, {""dt_start"": ""2026-02-27T16:00:00"", ""dt_end"": ""2026-02-27T19:00:00""}, {""dt_start"": ""2026-03-06T16:00:00"", ""dt_end"": ""2026-03-06T19:00:00""}, {""dt_start"": ""2026-03-13T16:00:00"", ""dt_end"": ""2026-03-13T19:00:00""}, {""dt_start"": ""2026-03-20T16:00:00"", ""dt_end"": ""2026-03-20T19:00:00""}, {""dt_start"": ""2026-03-27T16:00:00"", ""dt_end"": ""2026-03-27T19:00:00""}, {""dt_start"": ""2026-04-03T16:00:00"", ""dt_end"": ""2026-04-03T19:00:00""}]"
